ID Cliente,Zona,País,Tipo de producto,ID Pedido,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total
C1243,Europa,Albania,Cereales,124344480,5150,205.7,117.11,1059355,603116.5
C8036,Asia,Maldives,Cuidado personal,803608977,4609,81.73,56.67,376693.57,261192.03
C7318,África,Turkey,Ropa,731806886,6775,109.28,35.84,740372,242816
C5246,Australia y Oceanía,New Zealand,Verduras,524612033,3213,154.06,90.93,494994.78,292158.09
C4180,África,Lebanon,Cereales,418010747,7524,205.7,117.11,1547686.8,881135.64
C7183,Europa,Luxembourg,Ropa,718301856,336,109.28,35.84,36718.08,12042.24
C4520,África,Togo,Ropa,452096688,4311,109.28,35.84,471106.08,154506.24
C5163,Europa,Hungary,Cuidado personal,516319072,9142,81.73,56.67,747175.66,518077.14
C5282,Europa,Lithuania,Doméstico,528205335,6551,668.27,502.54,4377836.77,3292139.54
C1753,Asia,Bangladesh,Material de oficina,175304305,5294,651.21,524.96,3447505.74,2779138.24
C5654,Asia,China,Bebida,565477311,6157,47.45,31.79,292149.65,195731.03
C1768,África,Equatorial Guinea,Cárnicos,176898181,6958,421.89,364.69,2935510.62,2537513.02
C7080,Europa,Belgium,Cereales,708053243,7544,205.7,117.11,1551800.8,883477.84
C3277,África,Turkey,Snacks,327741324,4796,152.58,97.44,731773.68,467322.24
C4250,Asia,Indonesia,Cuidado personal,425073754,7625,81.73,56.67,623191.25,432108.75
C6594,Europa,Russia,Frutas,659474360,1973,9.33,6.92,18408.09,13653.16
C3106,Europa,Armenia,Cárnicos,310679471,5814,421.89,364.69,2452868.46,2120307.66
C5287,Centroamérica y Caribe,Belize,Cosméticos,528737914,4153,437.2,263.33,1815691.6,1093609.49
C2840,Europa,Finland,Snacks,284011018,4026,152.58,97.44,614287.08,392293.44
C4171,Australia y Oceanía,Samoa ,Alimento infantil,417172610,9501,255.28,159.42,2425415.28,1514649.42
C4892,África,The Gambia,Cosméticos,489209020,6675,437.2,263.33,2918310,1757727.75
C1314,Europa,Greece,Doméstico,131419074,8679,668.27,502.54,5799915.33,4361544.66
C3954,Europa,Finland,Bebida,395414102,674,47.45,31.79,31981.3,21426.46
C6031,Centroamérica y Caribe,Trinidad and Tobago,Cereales,603117930,4853,205.7,117.11,998262.1,568334.83
C5967,Asia,Vietnam,Frutas,596766889,5439,9.33,6.92,50745.87,37637.88
C2889,Asia,Indonesia,Cuidado personal,288909804,3686,81.73,56.67,301256.78,208885.62
C1124,Europa,Norway,Cereales,112408006,2882,205.7,117.11,592827.4,337511.02
C5704,África,Zimbabwe,Cuidado personal,570435321,3343,81.73,56.67,273223.39,189447.81
C8864,África,Namibia,Alimento infantil,886478078,7418,255.28,159.42,1893667.04,1182577.56
C3543,Australia y Oceanía,Tonga,Cereales,354335105,4487,205.7,117.11,922975.9,525472.57
C5881,Asia,Malaysia,Cárnicos,588117730,5960,421.89,364.69,2514464.4,2173552.4
C5722,África,Egypt,Bebida,572249782,282,47.45,31.79,13380.9,8964.78
C7114,África,Saudi Arabia,Doméstico,711467587,7924,668.27,502.54,5295371.48,3982126.96
C5808,Centroamérica y Caribe,Panama,Material de oficina,580819976,6393,651.21,524.96,4163185.53,3356069.28
C2756,Centroamérica y Caribe,Haiti,Material de oficina,275668275,5223,651.21,524.96,3401269.83,2741866.08
C8616,África,Mauritania,Cereales,861686313,983,205.7,117.11,202203.1,115119.13
C3248,África,The Gambia,Cárnicos,324860417,2271,421.89,364.69,958112.19,828210.99
C3214,Europa,Ireland,Snacks,321489417,4718,152.58,97.44,719872.44,459721.92
C3281,Europa,San Marino,Cosméticos,328184640,5983,437.2,263.33,2615767.6,1575503.39
C7918,África,United Arab Emirates,Material de oficina,791869914,760,651.21,524.96,494919.6,398969.6
C8797,África,Mauritania,Cuidado personal,879781568,5771,81.73,56.67,471663.83,327042.57
C7294,Centroamérica y Caribe,Nicaragua,Cárnicos,729468429,4773,421.89,364.69,2013680.97,1740665.37
C9987,Asia,Malaysia,Ropa,998791825,3551,109.28,35.84,388053.28,127267.84
C6159,África,Zambia,Cosméticos,615925586,4923,437.2,263.33,2152335.6,1296373.59
C8293,África,Malawi,Frutas,829356038,3737,9.33,6.92,34866.21,25860.04
C2578,África,Lesotho,Cuidado personal,257882010,1872,81.73,56.67,152998.56,106086.24
C7406,África,Malawi,Cárnicos,740614831,3241,421.89,364.69,1367345.49,1181960.29
C5869,África,Iraq,Cárnicos,586978328,8786,421.89,364.69,3706725.54,3204166.34
C4267,Asia,Turkmenistan,Doméstico,426708829,1480,668.27,502.54,989039.6,743759.2
C9598,África,United Arab Emirates,Material de oficina,959855163,1328,651.21,524.96,864806.88,697146.88
C7067,Asia,Maldives,Doméstico,706778657,366,668.27,502.54,244586.82,183929.64
C9581,Europa,Romania,Doméstico,958153140,7661,668.27,502.54,5119616.47,3849958.94
C8249,África,Lebanon,Cosméticos,824964940,4313,437.2,263.33,1885643.6,1135742.29
C3885,Europa,Portugal,Cosméticos,388512885,8451,437.2,263.33,3694777.2,2225401.83
C2504,Europa,Bosnia and Herzegovina,Material de oficina,250408303,236,651.21,524.96,153685.56,123890.56
C1825,África,Iraq,Snacks,182575023,6861,152.58,97.44,1046851.38,668535.84
C4772,Europa,Moldova ,Ropa,477249372,7549,109.28,35.84,824954.72,270556.16
C5969,África,Liberia,Cereales,596980178,8556,205.7,117.11,1759969.2,1001993.16
C5246,África,Sudan,Alimento infantil,524628770,8166,255.28,159.42,2084616.48,1301823.72
C3133,África,Democratic Republic of the Congo,Cosméticos,313368976,1698,437.2,263.33,742365.6,447134.34
C5366,África,Morocco,Snacks,536687123,6501,152.58,97.44,991922.58,633457.44
C9383,Centroamérica y Caribe,Saint Vincent and the Grenadines,Frutas,938382041,6954,9.33,6.92,64880.82,48121.68
C8825,África,Pakistan,Doméstico,882565057,9468,668.27,502.54,6327180.36,4758048.72
C7036,Europa,Sweden,Cereales,703659999,7485,205.7,117.11,1539664.5,876568.35
C3564,Australia y Oceanía,Palau,Cuidado personal,356403195,6480,81.73,56.67,529610.4,367221.6
C7658,Europa,Poland,Cereales,765843474,8958,205.7,117.11,1842660.6,1049071.38
C6773,África,Equatorial Guinea,Cárnicos,677342164,9453,421.89,364.69,3988126.17,3447414.57
C7065,Australia y Oceanía,Kiribati,Doméstico,706573092,9535,668.27,502.54,6371954.45,4791718.9
C1895,Asia,Myanmar,Cereales,189522588,2800,205.7,117.11,575960,327908
C3324,Centroamérica y Caribe,Haiti,Doméstico,332489478,9880,668.27,502.54,6602507.6,4965095.2
C1620,África,Mauritius ,Snacks,162085092,3435,152.58,97.44,524112.3,334706.4
C5752,Europa,Luxembourg,Cereales,575233256,3158,205.7,117.11,649600.6,369833.38
C2891,Australia y Oceanía,Tonga,Ropa,289170300,773,109.28,35.84,84473.44,27704.32
C7914,Europa,Ukraine,Verduras,791445052,5033,154.06,90.93,775383.98,457650.69
C4899,África,Sudan,Snacks,489918839,6727,152.58,97.44,1026405.66,655478.88
C5627,Europa,France,Doméstico,562765491,3669,668.27,502.54,2451882.63,1843819.26
C9084,Asia,Laos,Ropa,908471333,5711,109.28,35.84,624098.08,204682.24
C5958,Centroamérica y Caribe,Dominica,Cosméticos,595835196,9730,437.2,263.33,4253956,2562200.9
C1139,Europa,Estonia,Snacks,113968408,4639,152.58,97.44,707818.62,452024.16
C9222,África,Afghanistan,Cuidado personal,922294795,6380,81.73,56.67,521437.4,361554.6
C5005,África,Eritrea,Frutas,500550687,2926,9.33,6.92,27299.58,20247.92
C8987,África,Oman,Cárnicos,898784911,9283,421.89,364.69,3916404.87,3385417.27
C1873,Centroamérica y Caribe,Cuba,Snacks,187358796,2486,152.58,97.44,379313.88,242235.84
C1069,África,Oman,Cereales,106946170,6603,205.7,117.11,1358237.1,773277.33
C2185,Europa,Luxembourg,Material de oficina,218533360,7733,651.21,524.96,5035806.93,4059515.68
C1534,África,Namibia,Material de oficina,153419196,9004,651.21,524.96,5863494.84,4726739.84
C9632,Asia,India,Frutas,963215005,5580,9.33,6.92,52061.4,38613.6
C1698,Australia y Oceanía,Palau,Verduras,169844615,9651,154.06,90.93,1486833.06,877565.43
C3155,Europa,Serbia,Cuidado personal,315544354,5441,81.73,56.67,444692.93,308341.47
C4128,África,Mauritania,Verduras,412863051,4206,154.06,90.93,647976.36,382451.58
C8946,Asia,Maldives,Frutas,894662034,9232,9.33,6.92,86134.56,63885.44
C4641,África,Liberia,Cuidado personal,464115130,836,81.73,56.67,68326.28,47376.12
C1447,Europa,Greece,Bebida,144708669,1366,47.45,31.79,64816.7,43425.14
C1302,Centroamérica y Caribe,Dominica,Frutas,130241477,202,9.33,6.92,1884.66,1397.84
C2348,Asia,Vietnam,Cereales,234824883,8756,205.7,117.11,1801109.2,1025415.16
C3428,Asia,Sri Lanka,Cereales,342882716,5470,205.7,117.11,1125179,640591.7
C8591,Europa,Portugal,Doméstico,859151303,818,668.27,502.54,546644.86,411077.72
C4586,Norteamérica,United States of America,Cárnicos,458679473,2304,421.89,364.69,972034.56,840245.76
C1368,Centroamérica y Caribe,Jamaica,Snacks,136828553,9464,152.58,97.44,1444017.12,922172.16
C9592,Europa,Cyprus,Alimento infantil,959272372,8867,255.28,159.42,2263567.76,1413577.14
C9119,África,Iran,Cereales,911997258,9110,205.7,117.11,1873927,1066872.1
C7513,Asia,Sri Lanka,Verduras,751302039,5824,154.06,90.93,897245.44,529576.32
C8537,Australia y Oceanía,East Timor,Snacks,853798043,6669,152.58,97.44,1017556.02,649827.36
C7664,África,Niger,Cárnicos,766409099,6338,421.89,364.69,2673938.82,2311405.22
C5563,Australia y Oceanía,Australia,Frutas,556371533,1555,9.33,6.92,14508.15,10760.6
C3612,África,Botswana,Alimento infantil,361234176,6075,255.28,159.42,1550826,968476.5
C8388,Europa,Portugal,Frutas,838858354,5683,9.33,6.92,53022.39,39326.36
C9174,Asia,South Korea,Bebida,917417895,3197,47.45,31.79,151697.65,101632.63
C9453,Asia,Philippines,Cárnicos,945399129,3466,421.89,364.69,1462270.74,1264015.54
C4416,Centroamérica y Caribe,Saint Vincent and the Grenadines,Cárnicos,441600883,8369,421.89,364.69,3530797.41,3052090.61
C3451,Centroamérica y Caribe,Panama,Verduras,345134484,1818,154.06,90.93,280081.08,165310.74
C7654,Europa,Italy,Cárnicos,765423762,4756,421.89,364.69,2006508.84,1734465.64
C5322,Asia,Tajikistan,Alimento infantil,532205045,154,255.28,159.42,39313.12,24550.68
C3455,Europa,Montenegro,Verduras,345527160,8020,154.06,90.93,1235561.2,729258.6
C5257,África,Sao Tome and Principe,Verduras,525751435,388,154.06,90.93,59775.28,35280.84
C5635,África,Somalia,Verduras,563551700,6326,154.06,90.93,974583.56,575223.18
C4699,Europa,Italy,Alimento infantil,469914281,6933,255.28,159.42,1769856.24,1105258.86
C3261,Europa,Poland,Cárnicos,326138007,339,421.89,364.69,143020.71,123629.91
C7338,Europa,Ukraine,Material de oficina,733834207,6704,651.21,524.96,4365711.84,3519331.84
C5649,Asia,Cambodia,Doméstico,564926707,3221,668.27,502.54,2152497.67,1618681.34
C1116,Europa,Bosnia and Herzegovina,Ropa,111651837,9115,109.28,35.84,996087.2,326681.6
C6365,Asia,Philippines,Verduras,636558425,639,154.06,90.93,98444.34,58104.27
C3225,Asia,Japan,Snacks,322507798,6079,152.58,97.44,927533.82,592337.76
C1226,Asia,Turkmenistan,Ropa,122673785,754,109.28,35.84,82397.12,27023.36
C6105,Europa,Andorra,Verduras,610542714,2012,154.06,90.93,309968.72,182951.16
C6299,África,Kenya,Alimento infantil,629913413,4232,255.28,159.42,1080344.96,674665.44
C4448,África,Mozambique,Ropa,444897210,3826,109.28,35.84,418105.28,137123.84
C3899,Australia y Oceanía,Solomon Islands,Snacks,389917933,4236,152.58,97.44,646328.88,412755.84
C4197,África,Democratic Republic of the Congo,Cosméticos,419711911,936,437.2,263.33,409219.2,246476.88
C5593,África,Uganda,Ropa,559327971,6431,109.28,35.84,702779.68,230487.04
C4541,Europa,Albania,Material de oficina,454127442,5257,651.21,524.96,3423410.97,2759714.72
C7197,Australia y Oceanía,Samoa ,Cereales,719784152,8981,205.7,117.11,1847391.7,1051764.91
C6922,Asia,Indonesia,Verduras,692284429,1201,154.06,90.93,185026.06,109206.93
C6779,África,South Africa,Snacks,677927100,2549,152.58,97.44,388926.42,248374.56
C6033,África,Malawi,Cereales,603323495,5684,205.7,117.11,1169198.8,665653.24
C4653,Europa,United Kingdom,Ropa,465397441,300,109.28,35.84,32784,10752
C7813,Centroamérica y Caribe,Jamaica,Alimento infantil,781385266,8119,255.28,159.42,2072618.32,1294330.98
C3388,Asia,Nepal,Material de oficina,338835799,7898,651.21,524.96,5143256.58,4146134.08
C2456,África,Mali,Alimento infantil,245610368,421,255.28,159.42,107472.88,67115.82
C7798,Asia,China,Alimento infantil,779882800,3506,255.28,159.42,895011.68,558926.52
C9401,África,Togo,Cuidado personal,940139424,7002,81.73,56.67,572273.46,396803.34
C6951,Australia y Oceanía,Solomon Islands,Doméstico,695179069,7790,668.27,502.54,5205823.3,3914786.6
C5341,África,Central African Republic,Frutas,534113061,4779,9.33,6.92,44588.07,33070.68
C1163,África,Swaziland,Cosméticos,116365230,3912,437.2,263.33,1710326.4,1030146.96
C5216,África,United Arab Emirates,Cereales,521671903,3164,205.7,117.11,650834.8,370536.04
C2000,Australia y Oceanía,Fiji,Bebida,200081908,7538,47.45,31.79,357678.1,239633.02
C8219,África,Swaziland,Cosméticos,821956574,4071,437.2,263.33,1779841.2,1072016.43
C5279,Europa,Vatican City,Verduras,527969729,6830,154.06,90.93,1052229.8,621051.9
C6791,Asia,Thailand,Bebida,679107701,1915,47.45,31.79,90866.75,60877.85
C9066,Europa,Georgia,Verduras,906669318,2454,154.06,90.93,378063.24,223142.22
C4622,África,Guinea-Bissau,Snacks,462265908,3610,152.58,97.44,550813.8,351758.4
C4678,Europa,Estonia,Snacks,467821300,7573,152.58,97.44,1155488.34,737913.12
C7655,África,Swaziland,Cosméticos,765571820,8569,437.2,263.33,3746366.8,2256474.77
C3680,Centroamérica y Caribe,Trinidad and Tobago,Cosméticos,368066298,7852,437.2,263.33,3432894.4,2067667.16
C6081,África,Ghana,Doméstico,608166062,8707,668.27,502.54,5818626.89,4375615.78
C1890,África,Djibouti,Ropa,189044940,1454,109.28,35.84,158893.12,52111.36
C1341,Australia y Oceanía,New Zealand,Cereales,134189260,8439,205.7,117.11,1735902.3,988291.29
C6373,África,Syria,Cuidado personal,637397849,9043,81.73,56.67,739084.39,512466.81
C6127,Europa,Albania,Ropa,612782037,4677,109.28,35.84,511102.56,167623.68
C8447,Asia,Taiwan,Material de oficina,844765651,3783,651.21,524.96,2463527.43,1985923.68
C8380,África,Ethiopia,Bebida,838085019,6836,47.45,31.79,324368.2,217316.44
C1677,Europa,United Kingdom,Snacks,167788970,1340,152.58,97.44,204457.2,130569.6
C7292,África,Cape Verde,Material de oficina,729238831,6830,651.21,524.96,4447764.3,3585476.8
C8881,África,Tanzania,Alimento infantil,888108432,9876,255.28,159.42,2521145.28,1574431.92
C4303,Centroamérica y Caribe,Trinidad and Tobago,Snacks,430384099,9074,152.58,97.44,1384510.92,884170.56
C1123,África,Togo,Cereales,112364661,55,205.7,117.11,11313.5,6441.05
C3106,Europa,Montenegro,Doméstico,310661447,480,668.27,502.54,320769.6,241219.2
C5721,Europa,Russia,Ropa,572198283,5042,109.28,35.84,550989.76,180705.28
C9642,Asia,Nepal,Cereales,964211499,464,205.7,117.11,95444.8,54339.04
C7242,África,Kenya,Doméstico,724249923,501,668.27,502.54,334803.27,251772.54
C5101,África,Zimbabwe,Alimento infantil,510174882,940,255.28,159.42,239963.2,149854.8
C1501,África,Turkey,Bebida,150160205,4596,47.45,31.79,218080.2,146106.84
C8926,Europa,Portugal,Bebida,892692220,6320,47.45,31.79,299884,200912.8
C4565,Centroamérica y Caribe,Costa Rica,Doméstico,456569755,7991,668.27,502.54,5340145.57,4015797.14
C6809,Norteamérica,Canada,Material de oficina,680904138,3520,651.21,524.96,2292259.2,1847859.2
C7751,Centroamérica y Caribe,Trinidad and Tobago,Doméstico,775119197,3850,668.27,502.54,2572839.5,1934779
C4689,África,Iran,Cárnicos,468951261,1954,421.89,364.69,824373.06,712604.26
C4624,África,Burundi,Material de oficina,462449157,7837,651.21,524.96,5103532.77,4114111.52
C1759,África,Cameroon,Cosméticos,175974214,3535,437.2,263.33,1545502,930871.55
C9002,Asia,Maldives,Cosméticos,900200259,8116,437.2,263.33,3548315.2,2137186.28
C8461,Centroamérica y Caribe,Nicaragua,Cereales,846113622,2678,205.7,117.11,550864.6,313620.58
C9950,Europa,Ukraine,Alimento infantil,995013129,5351,255.28,159.42,1366003.28,853056.42
C1485,África,Madagascar,Cuidado personal,148510110,6297,81.73,56.67,514653.81,356850.99
C7785,Australia y Oceanía,Australia,Ropa,778528392,2707,109.28,35.84,295820.96,97018.88
C4773,África,Somalia,Bebida,477304303,3805,47.45,31.79,180547.25,120960.95
C5073,Europa,San Marino,Snacks,507386672,5846,152.58,97.44,891982.68,569634.24
C8516,África,Turkey,Snacks,851636826,7117,152.58,97.44,1085911.86,693480.48
C6632,Centroamérica y Caribe,Grenada,Cárnicos,663228595,2934,421.89,364.69,1237825.26,1070000.46
C5156,Europa,Lithuania,Cereales,515648305,647,205.7,117.11,133087.9,75770.17
C1526,Australia y Oceanía,Papua New Guinea,Bebida,152694785,4635,47.45,31.79,219930.75,147346.65
C7384,Europa,Serbia,Cereales,738479363,1309,205.7,117.11,269261.3,153296.99
C8074,Europa,Ukraine,Snacks,807425868,4112,152.58,97.44,627408.96,400673.28
C3142,Norteamérica,Greenland,Bebida,314270627,8517,47.45,31.79,404131.65,270755.43
C1840,Europa,Lithuania,Doméstico,184062469,7030,668.27,502.54,4697938.1,3532856.2
C9621,África,South Sudan,Cuidado personal,962162721,4185,81.73,56.67,342040.05,237163.95
C5642,Asia,Maldives,Ropa,564245212,1552,109.28,35.84,169602.56,55623.68
C1262,Asia,Kazakhstan,Doméstico,126296269,2728,668.27,502.54,1823040.56,1370929.12
C8546,África,Kuwait,Cosméticos,854614722,8343,437.2,263.33,3647559.6,2196962.19
C8758,África,Rwanda,Cuidado personal,875811898,1058,81.73,56.67,86470.34,59956.86
C1868,África,Cameroon,Cuidado personal,186811625,566,81.73,56.67,46259.18,32075.22
C2048,Europa,Czech Republic,Cárnicos,204850232,8591,421.89,364.69,3624456.99,3133051.79
C6174,África,Equatorial Guinea,Doméstico,617476546,3887,668.27,502.54,2597565.49,1953372.98
C7325,África,Liberia,Frutas,732551896,7240,9.33,6.92,67549.2,50100.8
C8282,África,The Gambia,Cuidado personal,828250110,6468,81.73,56.67,528629.64,366541.56
C8030,África,Liberia,Cuidado personal,803057515,1419,81.73,56.67,115974.87,80414.73
C6257,Europa,Monaco,Material de oficina,625772941,8974,651.21,524.96,5843958.54,4710991.04
C7855,Asia,Thailand,Snacks,785507714,8043,152.58,97.44,1227200.94,783709.92
C9416,África,Cape Verde,Bebida,941685664,4569,47.45,31.79,216799.05,145248.51
C3740,África,Rwanda,Frutas,374043118,6526,9.33,6.92,60887.58,45159.92
C2326,África,Chad,Cuidado personal,232628905,8917,81.73,56.67,728786.41,505326.39
C3878,África,Turkey,Cuidado personal,387804353,8781,81.73,56.67,717671.13,497619.27
C7802,África,Tanzania,Ropa,780243289,183,109.28,35.84,19998.24,6558.72
C9709,África,Togo,Cuidado personal,970932042,9222,81.73,56.67,753714.06,522610.74
C5911,Australia y Oceanía,Marshall Islands,Cárnicos,591169440,9029,421.89,364.69,3809244.81,3292786.01
C6925,Centroamérica y Caribe,Cuba,Doméstico,692566812,4765,668.27,502.54,3184306.55,2394603.1
C5970,África,Guinea-Bissau,Material de oficina,597047984,8621,651.21,524.96,5614081.41,4525680.16
C1468,Europa,Georgia,Bebida,146849286,4822,47.45,31.79,228803.9,153291.38
C1545,Centroamérica y Caribe,The Bahamas,Frutas,154519546,4622,9.33,6.92,43123.26,31984.24
C1529,Europa,Ukraine,Frutas,152920091,1308,9.33,6.92,12203.64,9051.36
C6452,África,Djibouti,Cereales,645224750,5197,205.7,117.11,1069022.9,608620.67
C8549,Centroamérica y Caribe,Honduras,Material de oficina,854919850,8637,651.21,524.96,5624500.77,4534079.52
C9758,Australia y Oceanía,Palau,Cereales,975804221,1008,205.7,117.11,207345.6,118046.88
C8219,Europa,Portugal,Doméstico,821989190,3723,668.27,502.54,2487969.21,1870956.42
C2778,África,Iraq,Alimento infantil,277898585,5222,255.28,159.42,1333072.16,832491.24
C6482,Asia,Philippines,Verduras,648268735,5979,154.06,90.93,921124.74,543670.47
C6081,Centroamérica y Caribe,Barbados,Frutas,608148467,3501,9.33,6.92,32664.33,24226.92
C2528,África,Mozambique,Cereales,252899110,7321,205.7,117.11,1505929.7,857362.31
C6481,Europa,Vatican City,Frutas,648194491,4009,9.33,6.92,37403.97,27742.28
C6800,África,Kuwait,Snacks,680020940,2163,152.58,97.44,330030.54,210762.72
C2046,África,Gabon,Alimento infantil,204677283,7411,255.28,159.42,1891880.08,1181461.62
C4987,Asia,Brunei,Ropa,498774850,7417,109.28,35.84,810529.76,265825.28
C2092,África,Iran,Frutas,209237468,6871,9.33,6.92,64106.43,47547.32
C3033,Europa,Czech Republic,Cosméticos,303301465,2498,437.2,263.33,1092125.6,657798.34
C9185,Australia y Oceanía,Nauru,Cárnicos,918515670,8053,421.89,364.69,3397480.17,2936848.57
C9127,Europa,Monaco,Snacks,912741410,9321,152.58,97.44,1422198.18,908238.24
C1141,Europa,Vatican City,Cereales,114152514,9121,205.7,117.11,1876189.7,1068160.31
C6712,África,Swaziland,Cuidado personal,671235311,2300,81.73,56.67,187979,130341
C3027,Centroamérica y Caribe,Barbados,Alimento infantil,302788627,738,255.28,159.42,188396.64,117651.96
C8479,Europa,Slovakia,Cuidado personal,847923791,8347,81.73,56.67,682200.31,473024.49
C6160,Australia y Oceanía,Tuvalu,Alimento infantil,616064631,6070,255.28,159.42,1549549.6,967679.4
C2369,Europa,Austria,Frutas,236947476,6879,9.33,6.92,64181.07,47602.68
C4106,Australia y Oceanía,Tonga,Doméstico,410621154,779,668.27,502.54,520582.33,391478.66
C5574,Centroamérica y Caribe,Dominica,Frutas,557446992,9807,9.33,6.92,91499.31,67864.44
C1680,Australia y Oceanía,Samoa ,Cosméticos,168098819,3031,437.2,263.33,1325153.2,798153.23
C1535,Australia y Oceanía,Kiribati,Verduras,153562963,1548,154.06,90.93,238484.88,140759.64
C5951,Centroamérica y Caribe,Panama,Ropa,595138251,3489,109.28,35.84,381277.92,125045.76
C2944,Asia,Uzbekistan,Alimento infantil,294436013,9014,255.28,159.42,2301093.92,1437011.88
C8233,África,Swaziland,Alimento infantil,823380076,5317,255.28,159.42,1357323.76,847636.14
C6742,África,Saudi Arabia,Frutas,674206769,1620,9.33,6.92,15114.6,11210.4
C2094,África,Zambia,Material de oficina,209464919,4179,651.21,524.96,2721406.59,2193807.84
C3120,Norteamérica,Greenland,Alimento infantil,312015855,1280,255.28,159.42,326758.4,204057.6
C1350,Asia,Turkmenistan,Cárnicos,135033404,8240,421.89,364.69,3476373.6,3005045.6
C2520,Centroamérica y Caribe,El Salvador,Alimento infantil,252003896,2408,255.28,159.42,614714.24,383883.36
C4067,África,Pakistan,Alimento infantil,406726157,8163,255.28,159.42,2083850.64,1301345.46
C8633,África,Libya,Cuidado personal,863311517,1917,81.73,56.67,156676.41,108636.39
C1561,Asia,Taiwan,Bebida,156183803,7113,47.45,31.79,337511.85,226122.27
C9400,Europa,Macedonia,Bebida,940079343,9223,47.45,31.79,437631.35,293199.17
C5400,Australia y Oceanía,Solomon Islands,Doméstico,540046966,753,668.27,502.54,503207.31,378412.62
C4014,Norteamérica,Mexico,Bebida,401447999,6239,47.45,31.79,296040.55,198337.81
C2399,África,Somalia,Cuidado personal,239956271,7248,81.73,56.67,592379.04,410744.16
C2915,Asia,Taiwan,Frutas,291558110,7379,9.33,6.92,68846.07,51062.68
C8625,Centroamérica y Caribe,Cuba,Doméstico,862552344,7261,668.27,502.54,4852308.47,3648942.94
C9795,Australia y Oceanía,Federated States of Micronesia,Frutas,979550302,9557,9.33,6.92,89166.81,66134.44
C6394,Australia y Oceanía,Australia,Doméstico,639475810,3958,668.27,502.54,2645012.66,1989053.32
C3595,Asia,Myanmar,Cereales,359565198,2187,205.7,117.11,449865.9,256119.57
C7273,Europa,Montenegro,Cereales,727367293,3001,205.7,117.11,617305.7,351447.11
C1507,África,Nigeria,Ropa,150743424,7184,109.28,35.84,785067.52,257474.56
C7078,Centroamérica y Caribe,The Bahamas,Verduras,707867419,2555,154.06,90.93,393623.3,232326.15
C4972,África,Ethiopia,Snacks,497225606,8961,152.58,97.44,1367269.38,873159.84
C3876,Australia y Oceanía,Nauru,Verduras,387616813,3283,154.06,90.93,505778.98,298523.19
C8681,Centroamérica y Caribe,Haiti,Doméstico,868152368,4433,668.27,502.54,2962440.91,2227759.82
C6982,Centroamérica y Caribe,Antigua and Barbuda ,Snacks,698256099,8351,152.58,97.44,1274195.58,813721.44
C9576,Europa,Slovenia,Cárnicos,957664334,3013,421.89,364.69,1271154.57,1098810.97
C9964,Norteamérica,Greenland,Material de oficina,996425902,3422,651.21,524.96,2228440.62,1796413.12
C6849,África,Burundi,Cosméticos,684902131,6615,437.2,263.33,2892078,1741927.95
C8637,Europa,Czech Republic,Material de oficina,863766849,6660,651.21,524.96,4337058.6,3496233.6
C1940,África,Equatorial Guinea,Material de oficina,194006383,9655,651.21,524.96,6287432.55,5068488.8
C1069,Centroamérica y Caribe,Dominican Republic,Ropa,106919562,8729,109.28,35.84,953905.12,312847.36
C7541,Europa,Poland,Cuidado personal,754117715,9045,81.73,56.67,739247.85,512580.15
C5575,Europa,Albania,Frutas,557524669,2794,9.33,6.92,26068.02,19334.48
C2593,África,Sudan,Snacks,259376752,4200,152.58,97.44,640836,409248
C6722,Norteamérica,Canada,Cárnicos,672222793,4517,421.89,364.69,1905677.13,1647304.73
C4289,Europa,Czech Republic,Cereales,428924119,7033,205.7,117.11,1446688.1,823634.63
C9326,África,Madagascar,Doméstico,932654559,2065,668.27,502.54,1379977.55,1037745.1
C5069,Europa,Estonia,Bebida,506900441,1960,47.45,31.79,93002,62308.4
C2454,África,Ethiopia,Ropa,245460593,6099,109.28,35.84,666498.72,218588.16
C8624,África,Republic of the Congo,Snacks,862446343,5893,152.58,97.44,899153.94,574213.92
C4422,Europa,Croatia,Doméstico,442281520,9785,668.27,502.54,6539021.95,4917353.9
C2897,Europa,Switzerland,Bebida,289702451,8248,47.45,31.79,391367.6,262203.92
C8797,África,Angola,Bebida,879757964,8787,47.45,31.79,416943.15,279338.73
C5078,Asia,Cambodia,Cereales,507809388,937,205.7,117.11,192740.9,109732.07
C2395,África,Pakistan,Doméstico,239530551,1268,668.27,502.54,847366.36,637220.72
C7609,África,Malawi,Alimento infantil,760907781,8376,255.28,159.42,2138225.28,1335301.92
C1282,África,Botswana,Cereales,128239905,7893,205.7,117.11,1623590.1,924349.23
C5181,Centroamérica y Caribe,Saint Vincent and the Grenadines,Alimento infantil,518138253,7478,255.28,159.42,1908983.84,1192142.76
C5775,Australia y Oceanía,Kiribati,Snacks,577526652,1825,152.58,97.44,278458.5,177828
C3736,Centroamérica y Caribe,Honduras,Material de oficina,373641431,7657,651.21,524.96,4986314.97,4019618.72
C9440,África,Israel,Cárnicos,944031417,8730,421.89,364.69,3683099.7,3183743.7
C2465,Asia,Brunei,Bebida,246557939,828,47.45,31.79,39288.6,26322.12
C8093,África,Senegal,Material de oficina,809394824,6770,651.21,524.96,4408691.7,3553979.2
C2810,Europa,Iceland,Verduras,281028401,1404,154.06,90.93,216300.24,127665.72
